YIL,DÖNEM,BASVURU_TIPI,UYRUK,CINSIYET,PUAN,BASARI_DURUMU,KESIN_KAYIT_DURUMU
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,47.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,229.87,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,73.75,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,80.5,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,70.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,76.0,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TACİKİSTAN,Erkek,1020.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,65.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,61.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İNGİLTERE / BİRLEŞİK KRALLIK,Kadın,87.5,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İNGİLTERE / BİRLEŞİK KRALLIK,Kadın,59.0,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,3.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,82.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,80.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,81.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,4.47,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,5.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,3.8,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,62.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,69.15,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,36.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,57.96,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,58.21,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,3.1,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,32.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,40.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KAZAKİSTAN,Erkek,68.17,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,52.38,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,238.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,235.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,685.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,25.5,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,22.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,25.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,47.91,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,94.47,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FİLİSTİN,Erkek,97.9,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,91.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FİLİSTİN,Erkek,57.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FİLİSTİN,Erkek,65.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,224.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,80.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,4.94,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,97.26,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,66.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,78.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,57.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,61.34,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GİNE BİSSAU,Erkek,26.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GİNE BİSSAU,Erkek,36.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GİNE BİSSAU,Erkek,18.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GİNE BİSSAU,Erkek,46.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,39.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,23.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,201.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,57.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,75.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,40.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,147.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,87.23,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,44.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,87.5,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Kadın,86.08,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,52.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,51.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,54.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,82.09,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,76.37,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,86.07,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,81.48,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,77.61,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,81.68,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İNGİLTERE / BİRLEŞİK KRALLIK,Kadın,74.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İNGİLTERE / BİRLEŞİK KRALLIK,Kadın,76.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,97.22,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,90.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,64.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,4.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,HOLLANDA,Kadın,60.73,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,95.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,17.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,45.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,4.34,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,31.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,84.66,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,86.57,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,89.37,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,15.93,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Erkek,66.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Erkek,68.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Erkek,71.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,RUSYA,Erkek,4.58,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,96.88,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,632.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,95.52,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,62.68,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,47.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,62.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,77.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,96.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,225.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,55.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,91.14,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ÜRDÜN,Erkek,81.2,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,74.47,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,72.98,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,85.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,85.37,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,PERU,Erkek,74.68,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,72.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,75.93,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,191.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KIRGIZİSTAN,Erkek,63.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,52.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,64.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,93.99,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İRAN,Erkek,40.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,89.66,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Kadın,85.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,79.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,50.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,71.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,83.74,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,79.75,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,80.29,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,66.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,60.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,A.B.D.,Erkek,54.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,83.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,66.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,71.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,88.51,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,68.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,83.78,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,86.26,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,41.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,43.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,97.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,0.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,İSVİÇRE,Erkek,69.0,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,83.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,66.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,71.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,0.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,72.87,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,84.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,80.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,73.43,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,67.16,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,67.48,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,1.9,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,4.37,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,28.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ROMANYA,Kadın,63.75,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ROMANYA,Kadın,64.5,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ROMANYA,Kadın,63.75,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ROMANYA,Kadın,78.35,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ROMANYA,Kadın,64.5,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,UKRAYNA,Erkek,10.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,UKRAYNA,Erkek,179.1,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,UKRAYNA,Erkek,21.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Kadın,9.8,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,64.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,67.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,RUSYA,Erkek,4.86,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,RUSYA,Erkek,75.95,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,262.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,83.01,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,47.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,62.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,65.0,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,84.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,82.54,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,58.74,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,61.12,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,65.12,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,61.19,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,FAS,Erkek,13.83,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Kadın,92.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,YUNANİSTAN,Kadın,95.0,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,219.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,69.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,66.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,67.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,83.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,95.65,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,74.63,Kazandı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Erkek,74.11,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,84.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,62.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,BULGARİSTAN,Kadın,69.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,MOLDOVA,Kadın,58.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,MOLDOVA,Kadın,46.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,MOLDOVA,Kadın,52.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,61.12,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,62.25,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,78.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,72.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,ÇİN,Kadın,622.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,40.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Erkek,65.52,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,57.89,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,38.62,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TACİKİSTAN,Erkek,5.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,1620.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,93.91,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GÜNEY KIBRIS RUM KESİMİ,Kadın,68.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,GÜNEY KIBRIS RUM KESİMİ,Kadın,74.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,245.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,30.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,40.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,20.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Kadın,92.79,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,TÜRKİYE,Kadın,97.31,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,96.14,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,SURİYE,Erkek,218.0,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KUZEY KIBRIS TÜRK CUMHURİYETİ,Kadın,45.2,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,KUZEY KIBRIS TÜRK CUMHURİYETİ,Kadın,320.0,Yedek,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,94.63,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AFGANİSTAN,Erkek,98.87,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,4.75,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,62.5,Kazanamadı,KESIN KAYIT YAPMADI
2014,Güz,Uluslararası Öğrenci,AZERBAYCAN,Erkek,53.75,Kazanamadı,KESIN KAYIT YAPMADI
