BASVURU_ID,YIL,DÖNEM,BASVURU_TIPI,UYRUK,CINSIYET,PUAN,BASARI_DURUMU,KESIN_KAYIT_DURUMU
2457,2013,Güz,Uluslararası Öğrenci,ALMANYA,Kadın,59.52,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2458,2013,Güz,Uluslararası Öğrenci,İSRAİL,Erkek,85.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2459,2013,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Kadın,91.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2463,2013,Güz,Uluslararası Öğrenci,İRAN,Kadın,75.52,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2465,2013,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,5.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2468,2013,Güz,Uluslararası Öğrenci,AZERBAYCAN,Kadın,71.86,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2474,2013,Güz,Uluslararası Öğrenci,SURİYE,Erkek,222.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2479,2013,Güz,Uluslararası Öğrenci,TÜRKMENİSTAN,Erkek,4.47,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2487,2013,Güz,Uluslararası Öğrenci,İRAN,Erkek,89.56,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2489,2013,Güz,Uluslararası Öğrenci,ÜRDÜN,Erkek,87.26,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2489,2013,Güz,Uluslararası Öğrenci,ÜRDÜN,Erkek,98.38,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2494,2013,Güz,Uluslararası Öğrenci,İRAN,Erkek,76.91,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2498,2013,Güz,Uluslararası Öğrenci,A.B.D.,Kadın,238.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2508,2013,Güz,Enstitu,TÜRKİYE,Kadın,69.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2511,2013,Güz,Enstitu,TÜRKİYE,Kadın,53.75,Kazandı,KESIN KAYIT YAPMADI
2517,2013,Güz,Uluslararası Öğrenci,İRAN,Erkek,82.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2519,2013,Güz,Enstitu,TÜRKİYE,Kadın,71.31,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2527,2013,Güz,Enstitu,TÜRKİYE,Erkek,71.55,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2532,2013,Güz,Enstitu,TÜRKİYE,Erkek,50.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2533,2013,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2541,2013,Güz,Enstitu,TÜRKİYE,Kadın,57.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2542,2013,Güz,Enstitu,TÜRKİYE,Kadın,75.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2546,2013,Güz,Enstitu,TÜRKİYE,Erkek,76.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2547,2013,Güz,Enstitu,TÜRKİYE,Erkek,38.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2552,2013,Güz,Enstitu,TÜRKİYE,Kadın,68.28,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2556,2013,Güz,Enstitu,TÜRKİYE,Erkek,82.56,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2558,2013,Güz,Enstitu,TÜRKİYE,Kadın,64.4,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2559,2013,Güz,Enstitu,TÜRKİYE,Kadın,50.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2559,2013,Güz,Enstitu,TÜRKİYE,Kadın,60.76,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2560,2013,Güz,Enstitu,TÜRKİYE,Erkek,65.36,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2562,2013,Güz,Enstitu,TÜRKİYE,Kadın,27.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2563,2013,Güz,Enstitu,TÜRKİYE,Kadın,65.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2568,2013,Güz,Enstitu,TÜRKİYE,Kadın,58.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2581,2013,Güz,Enstitu,TÜRKİYE,Erkek,69.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2586,2013,Güz,Enstitu,TÜRKİYE,Erkek,57.59,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2586,2013,Güz,Enstitu,TÜRKİYE,Erkek,58.47,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2587,2013,Güz,Enstitu,TÜRKİYE,Erkek,65.71,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2589,2013,Güz,Enstitu,TÜRKİYE,Kadın,22.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2597,2013,Güz,Enstitu,TÜRKİYE,Kadın,56.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2600,2013,Güz,Enstitu,TÜRKİYE,Kadın,58.53,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2610,2013,Güz,Enstitu,TÜRKİYE,Erkek,67.65,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2613,2013,Güz,Enstitu,TÜRKİYE,Kadın,79.98,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2615,2013,Güz,Enstitu,TÜRKİYE,Erkek,59.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2621,2013,Güz,Enstitu,TÜRKİYE,Kadın,50.0,Kazanamadı,KESIN KAYIT YAPMADI
2622,2013,Güz,Enstitu,TÜRKİYE,Kadın,53.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2625,2013,Güz,Enstitu,TÜRKİYE,Erkek,523.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2636,2013,Güz,Enstitu,TÜRKİYE,Kadın,72.39,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2643,2013,Güz,Enstitu,TÜRKİYE,Erkek,73.39,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2645,2013,Güz,Enstitu,TÜRKİYE,Erkek,1000.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2649,2013,Güz,Enstitu,AZERBAYCAN,Erkek,53.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2649,2013,Güz,Enstitu,AZERBAYCAN,Erkek,56.36,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2653,2013,Güz,Enstitu,TÜRKİYE,Erkek,28.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2658,2013,Güz,Enstitu,TÜRKİYE,Kadın,56.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2658,2013,Güz,Enstitu,TÜRKİYE,Kadın,77.59,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2664,2013,Güz,Enstitu,TÜRKİYE,Kadın,66.24,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2673,2013,Güz,Enstitu,TÜRKİYE,Kadın,72.21,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2678,2013,Güz,Enstitu,TÜRKİYE,Erkek,56.12,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2680,2013,Güz,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2692,2013,Güz,Enstitu,TÜRKİYE,Erkek,61.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2697,2013,Güz,Enstitu,TÜRKİYE,Erkek,77.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2699,2013,Güz,Enstitu,TÜRKİYE,Kadın,71.74,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2701,2013,Güz,Enstitu,TÜRKİYE,Kadın,51.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2701,2013,Güz,Enstitu,TÜRKİYE,Kadın,74.56,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2705,2013,Güz,Enstitu,TÜRKİYE,Erkek,27.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2706,2013,Güz,Enstitu,TÜRKİYE,Erkek,60.88,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2707,2013,Güz,Enstitu,TÜRKİYE,Erkek,62.6,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2714,2013,Güz,Enstitu,TÜRKİYE,Erkek,31.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2717,2013,Güz,Enstitu,TÜRKİYE,Kadın,57.16,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2724,2013,Güz,Enstitu,TÜRKİYE,Kadın,73.14,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2726,2013,Güz,Enstitu,TÜRKİYE,Kadın,70.04,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2734,2013,Güz,Enstitu,TÜRKİYE,Kadın,83.48,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2751,2013,Güz,Enstitu,TÜRKİYE,Erkek,72.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2760,2013,Güz,Enstitu,TÜRKİYE,Kadın,89.85,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2761,2013,Güz,Enstitu,TÜRKİYE,Kadın,6.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2770,2013,Güz,Enstitu,TÜRKİYE,Kadın,35.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2770,2013,Güz,Enstitu,TÜRKİYE,Kadın,84.02,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2771,2013,Güz,Enstitu,TÜRKİYE,Erkek,55.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2772,2013,Güz,Enstitu,TÜRKİYE,Kadın,65.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2772,2013,Güz,Enstitu,TÜRKİYE,Kadın,92.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2780,2013,Güz,Enstitu,TÜRKİYE,Kadın,66.74,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2788,2013,Güz,Enstitu,TÜRKİYE,Kadın,47.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2789,2013,Güz,Enstitu,TÜRKİYE,Erkek,85.91,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2793,2013,Güz,Enstitu,TÜRKİYE,Erkek,84.35,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2794,2013,Güz,Enstitu,TÜRKİYE,Erkek,79.57,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2799,2013,Güz,Enstitu,TÜRKİYE,Kadın,75.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2803,2013,Güz,Enstitu,TÜRKİYE,Erkek,81.79,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2806,2013,Güz,Enstitu,TÜRKİYE,Kadın,63.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2826,2013,Güz,Enstitu,TÜRKİYE,Erkek,74.26,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2830,2013,Güz,Enstitu,TÜRKİYE,Erkek,72.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2832,2013,Güz,Enstitu,TÜRKİYE,Erkek,70.43,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2836,2013,Güz,Enstitu,TÜRKİYE,Erkek,32.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2836,2013,Güz,Enstitu,TÜRKİYE,Erkek,72.65,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2840,2013,Güz,Enstitu,TÜRKİYE,Erkek,77.16,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2841,2013,Güz,Enstitu,TÜRKİYE,Erkek,37.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2852,2013,Güz,Enstitu,TÜRKİYE,Erkek,30.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2853,2013,Güz,Enstitu,TÜRKİYE,Erkek,67.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2856,2013,Güz,Enstitu,TÜRKİYE,Erkek,46.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2859,2013,Güz,Enstitu,TÜRKİYE,Kadın,62.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2870,2013,Güz,Enstitu,TÜRKİYE,Erkek,71.97,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2872,2013,Güz,Enstitu,TÜRKİYE,Kadın,61.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2872,2013,Güz,Enstitu,TÜRKİYE,Kadın,62.45,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2880,2013,Güz,Enstitu,TÜRKİYE,Erkek,26.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2883,2013,Güz,Enstitu,TÜRKİYE,Erkek,77.26,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2883,2013,Güz,Enstitu,TÜRKİYE,Erkek,78.96,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2883,2013,Güz,Enstitu,TÜRKİYE,Erkek,82.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2885,2013,Güz,Enstitu,TÜRKİYE,Erkek,4.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2885,2013,Güz,Enstitu,TÜRKİYE,Erkek,60.23,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2895,2013,Güz,Enstitu,TÜRKİYE,Erkek,70.08,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2897,2013,Güz,Enstitu,TÜRKİYE,Kadın,61.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2900,2013,Güz,Enstitu,TÜRKİYE,Erkek,24.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2901,2013,Güz,Enstitu,TÜRKİYE,Kadın,37.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2904,2013,Güz,Enstitu,TÜRKİYE,Erkek,23.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2906,2013,Güz,Enstitu,TÜRKİYE,Erkek,79.93,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2912,2013,Güz,Enstitu,TÜRKİYE,Erkek,69.14,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2927,2013,Güz,Enstitu,TÜRKİYE,Kadın,74.39,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2931,2013,Güz,Enstitu,TÜRKİYE,Erkek,71.35,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2936,2013,Güz,Enstitu,TÜRKİYE,Erkek,87.72,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2937,2013,Güz,Enstitu,TÜRKİYE,Erkek,68.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2940,2013,Güz,Enstitu,TÜRKİYE,Kadın,78.84,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2947,2013,Güz,Enstitu,TÜRKİYE,Erkek,76.36,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2948,2013,Güz,Enstitu,TÜRKİYE,Erkek,5.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2948,2013,Güz,Enstitu,TÜRKİYE,Erkek,68.29,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2949,2013,Güz,Enstitu,TÜRKİYE,Kadın,18.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2950,2013,Güz,Enstitu,TÜRKİYE,Kadın,72.78,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2962,2013,Güz,Enstitu,TÜRKİYE,Erkek,71.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2972,2013,Güz,Enstitu,TÜRKİYE,Erkek,63.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2975,2013,Güz,Enstitu,TÜRKİYE,Erkek,16.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2975,2013,Güz,Enstitu,TÜRKİYE,Erkek,70.73,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2985,2013,Güz,Enstitu,TÜRKİYE,Kadın,83.46,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2991,2013,Güz,Enstitu,TÜRKİYE,Kadın,36.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2992,2013,Güz,Enstitu,TÜRKİYE,Erkek,79.14,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2994,2013,Güz,Enstitu,TÜRKİYE,Erkek,72.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
2997,2013,Güz,Enstitu,TÜRKİYE,Erkek,61.82,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3005,2013,Güz,Enstitu,TÜRKİYE,Kadın,24.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3005,2013,Güz,Enstitu,TÜRKİYE,Kadın,61.76,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3007,2013,Güz,Enstitu,TÜRKİYE,Erkek,27.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3023,2013,Güz,Enstitu,TÜRKİYE,Erkek,67.31,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3031,2013,Güz,Enstitu,TÜRKİYE,Erkek,48.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3035,2013,Güz,Enstitu,TÜRKİYE,Kadın,91.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3045,2013,Güz,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3045,2013,Güz,Enstitu,TÜRKİYE,Erkek,91.12,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3052,2013,Güz,Enstitu,TÜRKİYE,Erkek,68.4,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3052,2013,Güz,Enstitu,TÜRKİYE,Erkek,74.1,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3054,2013,Güz,Enstitu,TÜRKİYE,Kadın,18.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3081,2013,Güz,Enstitu,TÜRKİYE,Kadın,65.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3081,2013,Güz,Enstitu,TÜRKİYE,Kadın,78.72,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3083,2013,Bahar,Enstitu,TÜRKİYE,Erkek,96.38,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3084,2013,Bahar,Enstitu,TÜRKİYE,Kadın,64.63,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3096,2013,Bahar,Enstitu,TÜRKİYE,Kadın,76.38,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3098,2013,Bahar,Enstitu,TÜRKİYE,Kadın,77.68,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3100,2013,Bahar,Enstitu,TÜRKİYE,Kadın,72.83,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3104,2013,Bahar,Enstitu,TÜRKİYE,Kadın,5.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3104,2013,Bahar,Enstitu,TÜRKİYE,Kadın,72.21,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3105,2013,Bahar,Enstitu,TÜRKİYE,Kadın,64.21,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3120,2013,Bahar,Enstitu,TÜRKİYE,Erkek,83.81,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3122,2013,Bahar,Enstitu,TÜRKMENİSTAN,Erkek,62.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3124,2013,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3130,2013,Bahar,Enstitu,TÜRKİYE,Erkek,23.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3135,2013,Bahar,Enstitu,ARNAVUTLUK,Kadın,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3143,2013,Bahar,Enstitu,TÜRKİYE,Kadın,67.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3144,2013,Bahar,Enstitu,TÜRKİYE,Erkek,67.48,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3147,2013,Bahar,Enstitu,ARNAVUTLUK,Kadın,6.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3149,2013,Bahar,Enstitu,TÜRKİYE,Erkek,74.59,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3150,2013,Bahar,Enstitu,TÜRKİYE,Kadın,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3151,2013,Bahar,Enstitu,TÜRKİYE,Kadın,74.29,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3154,2013,Bahar,Enstitu,TÜRKİYE,Kadın,67.73,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3155,2013,Bahar,Enstitu,TÜRKİYE,Erkek,0.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3158,2013,Bahar,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3159,2013,Bahar,Enstitu,TÜRKİYE,Erkek,74.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3160,2013,Bahar,Enstitu,TÜRKİYE,Kadın,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3161,2013,Bahar,Enstitu,TÜRKİYE,Erkek,89.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3162,2013,Bahar,Enstitu,TÜRKİYE,Kadın,80.95,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3164,2013,Bahar,Enstitu,TÜRKİYE,Erkek,58.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3165,2013,Bahar,Enstitu,TÜRKİYE,Kadın,94.6,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3166,2013,Bahar,Enstitu,TÜRKİYE,Erkek,66.53,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3169,2013,Bahar,Enstitu,TÜRKİYE,Erkek,69.31,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3170,2013,Bahar,Enstitu,TÜRKİYE,Erkek,66.69,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3171,2013,Bahar,Enstitu,TÜRKİYE,Kadın,21.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3171,2013,Bahar,Enstitu,TÜRKİYE,Kadın,63.69,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3173,2013,Bahar,Enstitu,TÜRKİYE,Kadın,58.27,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3178,2013,Bahar,Enstitu,TÜRKİYE,Kadın,75.64,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3179,2013,Bahar,Enstitu,TÜRKİYE,Kadın,31.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3182,2013,Bahar,Enstitu,TÜRKİYE,Erkek,59.07,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3189,2013,Bahar,Enstitu,TÜRKİYE,Erkek,57.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3194,2013,Bahar,Enstitu,TÜRKİYE,Erkek,80.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3198,2013,Bahar,Enstitu,TÜRKİYE,Kadın,25.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3199,2013,Bahar,Enstitu,TÜRKİYE,Erkek,38.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3202,2013,Bahar,Enstitu,TÜRKİYE,Kadın,64.55,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3205,2013,Bahar,Enstitu,TÜRKİYE,Erkek,22.5,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3205,2013,Bahar,Enstitu,TÜRKİYE,Erkek,74.11,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3208,2013,Bahar,Enstitu,TÜRKİYE,Erkek,55.67,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3211,2013,Bahar,Enstitu,TÜRKİYE,Erkek,55.67,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3212,2013,Bahar,Enstitu,TÜRKİYE,Erkek,80.49,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3214,2013,Bahar,Enstitu,TÜRKİYE,Kadın,56.71,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3226,2013,Bahar,Enstitu,TÜRKİYE,Erkek,73.54,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3240,2013,Bahar,Enstitu,TÜRKİYE,Kadın,59.85,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3245,2013,Bahar,Enstitu,TÜRKİYE,Erkek,67.52,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3245,2013,Bahar,Enstitu,TÜRKİYE,Erkek,75.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3247,2013,Bahar,Enstitu,TÜRKİYE,Erkek,61.85,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3247,2013,Bahar,Enstitu,TÜRKİYE,Erkek,66.25,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3249,2013,Bahar,Enstitu,TÜRKİYE,Erkek,75.61,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3252,2013,Bahar,Enstitu,TÜRKİYE,Kadın,67.22,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3255,2013,Bahar,Enstitu,TÜRKİYE,Kadın,80.05,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3258,2013,Bahar,Enstitu,TÜRKİYE,Erkek,62.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3258,2013,Bahar,Enstitu,TÜRKİYE,Erkek,70.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3261,2013,Bahar,Enstitu,TÜRKİYE,Erkek,73.54,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3265,2013,Bahar,Enstitu,TÜRKİYE,Erkek,68.75,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3269,2013,Bahar,Enstitu,TÜRKİYE,Erkek,64.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3269,2013,Bahar,Enstitu,TÜRKİYE,Erkek,68.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3279,2013,Bahar,Enstitu,TÜRKİYE,Erkek,65.0,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
3279,2013,Bahar,Enstitu,TÜRKİYE,Erkek,69.35,DEGERLENDIRILMEDI,KESIN KAYIT YAPMADI
